1-byte 	1-byte character ma ky tu 1 bai
abroach	abroach   tinh tu bi giui lo; bi choc thung (thung ruou de lay ruou ra...) to set a cask abroach  giui lo mot thung ruou, khui mot thung ruou
abroad	abroad   pho tu o nuoc ngoai, ra nuoc ngoai to live abroad  song o nuoc ngoai to go abroad  di ra nuoc ngoai khap noi, dang truyen di khap noi there is a runmour abroad that...  khap noi dang co tin don rang... the schooimaster is abroad  viec hoc hanh bay gio dang tro thanh pho bien ngoai troi (doi voi trong nha) life abroad is very healthy  song o ngoai troi tot cho suc khoe (thong tuc) nghi sai, nham, tuong lam to be all abroad  nghi sai hoan toan, hoan toan lam lan!from abroad tu nuoc ngoai these machines were brought from abroad  nhung chiec may nay mang tu nuoc ngoai vao
abrogable	abrogable tinh tu co the huy bo
abrogate	abrogate   ngoai dong tu bai bo, huy bo, thu tieu; bai tru backward customs musr be abrogated  phai bai tru nhung hu tuc to abrogate a law  huy bo mot dao luat
abrogated	abrogate   ngoai dong tu bai bo, huy bo, thu tieu; bai tru backward customs musr be abrogated  phai bai tru nhung hu tuc to abrogate a law  huy bo mot dao luat
abrogates	abrogate   ngoai dong tu bai bo, huy bo, thu tieu; bai tru backward customs musr be abrogated  phai bai tru nhung hu tuc to abrogate a law  huy bo mot dao luat
abrogating	abrogate   ngoai dong tu bai bo, huy bo, thu tieu; bai tru backward customs musr be abrogated  phai bai tru nhung hu tuc to abrogate a law  huy bo mot dao luat
abrogation	abrogation   danh tu su bai bo, su huy bo, su thu tieu; su bai tru
abrogations	abrogation   danh tu su bai bo, su huy bo, su thu tieu; su bai tru
abrogative	abrogative tinh tu bi huy bo
abrupt	abrupt   tinh tu bat ngo, dot ngot; voi va an abrupt turn  cho ngoac bat ngo an abrupt departure  su ra di voi va (dot ngot) coc loc, lac cac, tho lo an abrupt answers  cau tra loi coc loc abrupt manners  cach cu xu lac cac doc dung, hiem tro, gian nan abrupt coast  bo bien doc dung the road to science is very abrupt  con duong di toi khoa hoc rat gian nan truc trac, roi rac (van) bi don, bi chat cut; nhu the bi don, bi chat cut (cay...)
abrupt junction	abrupt junction (Tech) tiep giap doc thang dung
abrupt junction diode	abrupt junction diode (Tech) den hai cuc tiep giap doc thang dung
abruption	abruption   danh tu su dut roi, su gay roi
abruptly	abruptly pho tu bat ngo, dot ngot lac cac, xac xuoc
abruptness	abruptness   danh tu su bat ngo, su dot ngot, su voi va tinh coc loc, tinh lac cac; su tho lo the doc dung, su hiem tro; su gian nan su truc trac, su roi rac (van)
abscess	abscess   danh tu (y hoc) ap xe (ky thuat) cho ro (o kim loai)
abscessed	abscessed tinh tu (y hoc) bi ap-xe bi ro
abscesses	abscess   danh tu (y hoc) ap xe (ky thuat) cho ro (o kim loai)
abscise	abscise dong tu cat ra, bi cat ra
absciss	absciss   danh tu abscisses (toan hoc) do hoanh
Abscissa	Abscissa (Econ) Hoanh do  Gia tri tren truc hoanh (truc X) cua mot diem tren do thi hai chieu.
abscissa	abscissa   danh tu,  so nhieu abscissae (nhu) absciss abscissa (Tech) hoanh do
abscissa, abscissae	abscissa, abscissae hoanh do
abscissae	abscissae   danh tu,  so nhieu abscissae (nhu) absciss abscissa (Tech) hoanh do
abscissas	Abscissa (Econ) Hoanh do  Gia tri tren truc hoanh (truc X) cua mot diem tren do thi hai chieu.abscissa   danh tu,  so nhieu abscissae (nhu) absciss abscissa (Tech) hoanh do
abscisse	abscisse   danh tu,  so nhieu abscisses (nhu) absciss
abscission	abscission   danh tu (y hoc) su cat bo
abscissions	abscission   danh tu (y hoc) su cat bo
abscond	abscond   noi dong tu lan tron, bo tron tron tranh phap luat
absconded	abscond   noi dong tu lan tron, bo tron tron tranh phap luat
absconder	absconder   danh tu nguoi lan tron, nguoi bo tron nguoi tron tranh phap luat
absconding	abscond   noi dong tu lan tron, bo tron tron tranh phap luat
absconds	abscond   noi dong tu lan tron, bo tron tron tranh phap luat
abseil	abseil dong tu treo xuong, tut xuong
absence	absence   danh tu su vang mat, su nghi (hoc), su di vang; thoi gian vang mat, luc di vang to have a long absence from school  nghi hoc lau su thieu, su khong co to carry out production in the absence of necessary machines  san xuat trong tinh trang thieu nhung may moc can thiet su diem danh absence of mind  su lo dang absence without leave  su nghi khong phep!leave of absence (xem) leave
absence or presence	absence or presence (Tech) vang mat hay hien dien, khong hay co
absences	absence   danh tu su vang mat, su nghi (hoc), su di vang; thoi gian vang mat, luc di vang to have a long absence from school  nghi hoc lau su thieu, su khong co to carry out production in the absence of necessary machines  san xuat trong tinh trang thieu nhung may moc can thiet su diem danh absence of mind  su lo dang absence without leave  su nghi khong phep!leave of absence (xem) leave
absent	absent   tinh tu vang mat, di vang, nghi lo dang an absent air  ve lo dang to answer in an absent way  tra loi mot cach lo dang  dong tu phan than vang mat, di vang, nghi to absent oneself from school  nghi hoc to absent oneself from work  vang mat khong di lam
absent-minded	absent-minded   tinh tu lo dang
absent-mindedly	absent-mindedly pho tu dang tri
absent-mindedness	absent-mindedness   danh tu su lo dang, tinh lo dang
absent service	absent service (Tech) dich vu (truyen dat luc) vang mat
absent subscriber service	absent subscriber service (Tech) dich vu thue bao vang mat
absent transfer	absent transfer (Tech) truyen dat vang mat
absentation	absentation danh tu su vang mat, trang thai lo dang, khong chu y
absented	absent   tinh tu vang mat, di vang, nghi lo dang an absent air  ve lo dang to answer in an absent way  tra loi mot cach lo dang  dong tu phan than vang mat, di vang, nghi to absent oneself from school  nghi hoc to absent oneself from work  vang mat khong di lam
absentee	absentee   danh tu nguoi vang mat, nguoi di vang, nguoi nghi dia chu khong o thuong xuyen tai noi co ruong dat
absentee ballot	absentee ballot danh tu viec bo phieu truoc cua nhung cu tri nao khong the co mat vao ngay bau cu chinh thuc
Absentee landlord	Absentee landlord (Econ) Dia chu (chu bat dong san) cach biet  Nguoi chu so huu dat hoac nha song o mot noi xa bat dong san cua minh, thu tien thue va quan ly viec kinh doanh cua minh thong qua trung gian hay nguoi dai dien.
absentee landlord	absentee landlord danh tu nguoi khong thuong xuyen co mat o don dien cua minh
Absenteeism	Absenteeism (Econ) Tron viec, su nghi lam khong co ly do  Su nghi lam, mac du cac dieu khoan cua hop dong lao dong yeu cau nguoi lao dong phai di lam va hop dong van con gia tri.
absenteeism	absenteeism   danh tu su hay vang mat, su vang mat khong co ly do chinh dang (o cong so, o xi nghiep...)
absentees	absentee   danh tu nguoi vang mat, nguoi di vang, nguoi nghi dia chu khong o thuong xuyen tai noi co ruong dat
absenting	absent   tinh tu vang mat, di vang, nghi lo dang an absent air  ve lo dang to answer in an absent way  tra loi mot cach lo dang  dong tu phan than vang mat, di vang, nghi to absent oneself from school  nghi hoc to absent oneself from work  vang mat khong di lam
absently	absently   pho tu lo dang
absents	absent   tinh tu vang mat, di vang, nghi lo dang an absent air  ve lo dang to answer in an absent way  tra loi mot cach lo dang  dong tu phan than vang mat, di vang, nghi to absent oneself from school  nghi hoc to absent oneself from work  vang mat khong di lam
absinth	absinth   danh tu cay apxin, cay ngai dang tinh dau apxin ruou apxin
absinthe	absinthe   danh tu cay apxin, cay ngai dang tinh dau apxin ruou apxin
absinthian	absinthian   tinh tu (thuoc) apxin
absolutary	absolutary tinh tu xa toi; tha toi
absolute	absolute  hinh tuyet doi
absolute address	absolute address (Tech) dia chi tuyet doi
absolute address variable	absolute address variable (Tech) bien so dia chi tuyet doi
absolute addressing	absolute addressing (Tech) phuong phap dinh dia chi tuyet doi
Absolute advantage	Absolute advantage (Econ) Loi the tuyet doi.  Xem Comparative Advantage.
absolute altimeter	absolute altimeter (Tech) may do do cao tuyet doi
absolute ampere	absolute ampere (Tech) ampe tuyet doi
absolute coordinate	absolute coordinate (Tech) toa do tuyet doi
Absolute cost advantage	Absolute cost advantage (Econ) Loi the nho phi ton tuyet doi.  Mot khai niem de cap toi nhung loi the cua cac hang da thiet lap, vi the cac hang nay co the duy tri chi phi trung binh thap hon so voi cac hang moi nhap nganh khong phu thuoc vao muc san luong. (Xem Barriers to entry)
absolute data	absolute data (Tech) du kien tuyet doi
absolute electrometer	absolute electrometer (Tech) dien tinh ke tuyet doi
absolute element	absolute element (Tech) phan tu tuyet doi
absolute error	absolute error (Tech) sai so tuyet doi
absolute expression	absolute expression (Tech) bieu thuc tuyet doi
absolute file specifier	absolute file specifier (Tech) ten goi tuyet doi cua tap tin
absolute galvanometer	absolute galvanometer (Tech) dien ke tuyet doi
absolute generation number	absolute generation number (Tech) so the he tuyet doi
Absolute income hypothesis	Absolute income hypothesis (Econ) Gia thuyet thu nhap tuyet doi.  Gia thuyet nay cho rang cac chi phi cho tieu dung (C) la mot ham so cua thu nhap kha dung cua ca nhan (Yd): C   C (Yd).
absolute instruction	absolute instruction (Tech) chi thi tuyet doi, chi thi ngon ngu may
absolute level	absolute level (Tech) muc tuyet doi
absolute loader	absolute loader (Tech) bo nap tuyet doi
absolute majority	absolute majority danh tu da so tuyet doi, tuyet dai da so
Absolute monopoly	Absolute monopoly (Econ) Doc quyen tuyet doi.  Xem Monopoly.
absolute move	absolute move (Tech) di chuyen tuyet doi
absolute movement	absolute movement (Tech) di dong tuyet doi
absolute name	absolute name (Tech) ten tuyet doi
absolute ohm	absolute ohm (Tech) ohm tuyet doi
absolute order	absolute order (Tech) thu tu tuyet doi
absolute path	absolute path (Tech) duong tuyet doi
absolute path name	absolute path name (Tech) ten duong tuyet doi
absolute permeability	absolute permeability (Tech) do tu tham tuyet doi
absolute permittivity	absolute permittivity (Tech) hang so dien moi tuyet doi
absolute phase	absolute phase (Tech) vi tuong/pha tuyet doi
absolute plotting	absolute plotting (Tech) phep ve dung vi tri tuyet doi
absolute plotting unit	absolute plotting unit (Tech) don vi ve tuyet doi
absolute position	absolute position (Tech) vi tri tuyet doi
Absolute prices	Absolute prices (Econ) Gia tuyet doi.  Gia do bang tien nguoc voi voi gia tuong doi. Do la gia cua cac hang hoa, dich vu duoc bieu dien truc tiep duoi dang so luong cua don vi tien te. Xem Price
Absolute scarcity	Absolute scarcity (Econ) Khan hiem tuyet doi .  Xem Scarcity
absolute temperature	absolute temperature (Tech) nhiet do tuyet doi
absolute tense	absolute tense (Tech) thoi (che) tuyet doi [NB]
absolute term	absolute term (Tech) so hang tuyet doi
absolute unit	absolute unit (Tech) don vi tuyet doi
Absolute value	Absolute value (Econ) Gia tri tuyet doi.  Gia tri cua mot bien bo qua dau cua no.
absolute value	absolute value (Tech) tri so tuyet doi
absolute value computer	absolute value computer (Tech) may dien toan tri tuyet doi
absolute value function	absolute value function (Tech) ham so tri tuyet doi
absolute vector	absolute vector (Tech) vecto tuyet doi
absolute volt	absolute volt (Tech) volt tuyet doi
absolute zero	absolute zero (Tech) so khong tuyet doi
absolutely	absolutely   pho tu tuyet doi, hoan toan to be absolutely wrong  hoan toan sai lam, hoan toan trai chuyen che, doc doan to govern absolutely  cai tri mot cach chuyen che vo dieu kien (thong tuc) nhat dinh, chac chan; tat nhien; hoan toan nhu vay, dung nhu vay absolutely mot cach tuyet doi
absolutely convergent	absolutely convergent (Tech) hoi tu tuyet doi
absolutely noncircular attribute	absolutely noncircular attribute (Tech) thuoc tinh phi tuan hoan tuyet doi
absolutely noncircular attribute grammar	absolutely noncircular attribute grammar (Tech) van pham thuoc tinh phi tuan hoan tuyet doi
absoluteness	absoluteness   danh tu tinh tuyet doi, tinh hoan toan
absolutes	absolute  hinh tuyet doi
absolution	absolution   danh tu (phap ly) su tha toi, su mien xa (ton giao) su xa toi
absolutions	absolution   danh tu (phap ly) su tha toi, su mien xa (ton giao) su xa toi
absolutism	absolutism   danh tu (chinh tri) su chuyen che, chinh the chuyen che
absolutist	absolutist   danh tu (chinh tri) nguoi theo chinh the chuyen che
absolutistic	absolutistic xem absolutism
absolutists	absolutist   danh tu (chinh tri) nguoi theo chinh the chuyen che
absolvable	absolvable xem absolve
absolve	absolve   ngoai dong tu tha toi, xa toi, tuyen an vo toi; mien trach to absolve someone from blame  mien trach ai, tuyen bo ai khong co loi to be absolved from the guilt  duoc tuyen an vo toi giai, giai phong, coi go to absolve someone from a spell  giai cho ai khoi bi bua me, giai bua cho ai
absolved	absolve   ngoai dong tu tha toi, xa toi, tuyen an vo toi; mien trach to absolve someone from blame  mien trach ai, tuyen bo ai khong co loi to be absolved from the guilt  duoc tuyen an vo toi giai, giai phong, coi go to absolve someone from a spell  giai cho ai khoi bi bua me, giai bua cho ai
absolver	absolver xem absolve
absolves	absolve   ngoai dong tu tha toi, xa toi, tuyen an vo toi; mien trach to absolve someone from blame  mien trach ai, tuyen bo ai khong co loi to be absolved from the guilt  duoc tuyen an vo toi giai, giai phong, coi go to absolve someone from a spell  giai cho ai khoi bi bua me, giai bua cho ai
absolving	absolve   ngoai dong tu tha toi, xa toi, tuyen an vo toi; mien trach to absolve someone from blame  mien trach ai, tuyen bo ai khong co loi to be absolved from the guilt  duoc tuyen an vo toi giai, giai phong, coi go to absolve someone from a spell  giai cho ai khoi bi bua me, giai bua cho ai
absonant	absonant   tinh tu khong hop dieu, khong hoa hop (  to,  from) khong hop voi, trai voi khong hop ly
absorb	absorb   ngoai dong tu hut, hut thu (nuoc) dry sand absorb water  cat kho hut nuoc hap thu youths always absorb new ideas  thanh nien luon luon hap thu nhung tu tuong moi miet mai, me mai, cham chu; loi cuon, thu hut su chu y to be absorbed in thought  mai suy nghi to be absorbed in the study of Marxism-Leninism  miet mai nghien cuu chu nghia Mac-Lenin absorb hap thu, hut thu
absorbability	absorbability   danh tu kha nang hut thu
absorbable	absorbable   tinh tu co the nuot duoc; co the bi hut co the hut thu duoc; co the bi hut thu
absorbed	absorbed   ngoai dong tu hut, hut thu (nuoc) dry sand absorb water  cat kho hut nuoc hap thu youths always absorb new ideas  thanh nien luon luon hap thu nhung tu tuong moi miet mai, me mai, cham chu; loi cuon, thu hut su chu y to be absorbed in thought  mai suy nghi to be absorbed in the study of Marxism-Leninism  miet mai nghien cuu chu nghia Mac-Lenin absorb hap thu, hut thu
absorbed photon	absorbed photon (Tech) quang tu hap thu
absorbed power	absorbed power (Tech) cong suat hap thu
absorbedly	absorbedly   pho tu miet mai, me mai; say me, cham chu
absorbedness	absorbedness xem absorbed
absorbefacient	absorbefacient   tinh tu (y hoc) lam tieu di, lam tan di  danh tu (y hoc) thuoc lam tieu, thuoc lam tan
absorbencies	absorbency xem absorbent
absorbency	absorbency xem absorbent
absorbent	absorbent   tinh tu hut nuoc, tham hut absorbent cotton wood  bong hut nuoc  danh tu chat hut thu; may hut thu (thuc vat hoc); (dong vat hoc) co quan hut thu (cac chat dinh duong)
absorber	absorber   danh tu (ky thuat) thiet bi hut thu cai giam xoc (o to) absorber (Tech) bo hap thu; bo dem
absorbers	absorber   danh tu (ky thuat) thiet bi hut thu cai giam xoc (o to) absorber (Tech) bo hap thu; bo dem
absorbing	absorbing   ngoai dong tu hut, hut thu (nuoc) dry sand absorb water  cat kho hut nuoc hap thu youths always absorb new ideas  thanh nien luon luon hap thu nhung tu tuong moi miet mai, me mai, cham chu; loi cuon, thu hut su chu y to be absorbed in thought  mai suy nghi to be absorbed in the study of Marxism-Leninism  miet mai nghien cuu chu nghia Mac-Lenin absorb hap thu, hut thu
absorbing load	absorbing load (Tech) tai hap thu
absorbing state	absorbing state (Tech) trang thai hap thu
absorbingly	absorbingly xem absorb
absorbs	absorb   ngoai dong tu hut, hut thu (nuoc) dry sand absorb water  cat kho hut nuoc hap thu youths always absorb new ideas  thanh nien luon luon hap thu nhung tu tuong moi miet mai, me mai, cham chu; loi cuon, thu hut su chu y to be absorbed in thought  mai suy nghi to be absorbed in the study of Marxism-Leninism  miet mai nghien cuu chu nghia Mac-Lenin absorb hap thu, hut thu
absorptance	absorptance (Tech) do hap thu
absorption	absorption   danh tu su hut, su hut thu su say me, miet mai, su me mai absorption (Tech) hap thu; dem; lam nhut (d) absorption su hap thu, su thu hut
Absorption approach	Absorption approach (Econ) Phuong phap hap thu.  Phuong phap phan tich tac dong cua su pha gia hoac giam ty gia hoi doai cua mot nuoc doi voi can can thuong mai.
absorption cell	absorption cell (Tech) to hap thu
absorption circuit	absorption circuit (Tech) mach hap thu
absorption coefficient	absorption coefficient (Tech) he so hap thu
absorption current	absorption current (Tech) dong hap thu
absorption factor	absorption factor (Tech) he so hap thu
absorption index	absorption index (Tech) chi so hap thu
absorption law	absorption law (Tech) dinh luat hap thu
absorption loss	absorption loss (Tech) ton hao hap thu
absorption peak	absorption peak (Tech) dinh hap thu
absorption spectrum	absorption spectrum (Tech) quang pho hap thu
absorption trap	absorption trap (Tech) cai bay hap thu
absorption wavemeter	absorption wavemeter (Tech) may do song loai hap thu
absorptions	absorption   danh tu su hut, su hut thu su say me, miet mai, su me mai absorption (Tech) hap thu; dem; lam nhut (d) absorption su hap thu, su thu hut
absorptive	absorptive   tinh tu hut thu absorptive power  kha nang hut thu
absorptive attenuator	absorptive attenuator (Tech) bo giam song hap thu
absorptive modulation	absorptive modulation (Tech) dieu tan hap thu
absorptive surface	absorptive surface (Tech) be mat hap thu
absorptive transition	absorptive transition (Tech) tiep giap hap thu
absorptivity	absorptivity   danh tu kha nang hut thu absorptivity (Tech) do hap thu; tinh hap thu
absquatulate	absquatulate noi dong tu tron chay
abstain	abstain   noi dong tu kieng, kieng khem, tiet che to abstain from alcohol  kieng ruou kieng ruou (ton giao) an chay ((cung) to abstain from meat)
abstained	abstain   noi dong tu kieng, kieng khem, tiet che to abstain from alcohol  kieng ruou kieng ruou (ton giao) an chay ((cung) to abstain from meat)
abstainer	abstainer   danh tu nguoi kieng ruou a total abstainer  nguoi kieng ruou hoan toan
abstainers	abstainer   danh tu nguoi kieng ruou a total abstainer  nguoi kieng ruou hoan toan
abstaining	abstaining   noi dong tu kieng, kieng khem, tiet che to abstain from alcohol  kieng ruou kieng ruou (ton giao) an chay ((cung) to abstain from meat)
abstains	abstain   noi dong tu kieng, kieng khem, tiet che to abstain from alcohol  kieng ruou kieng ruou (ton giao) an chay ((cung) to abstain from meat)
abstemious	abstemious   tinh tu tiet che, co dieu do so sai, dam bac an abstemiousmeal  bua an dam bac
abstemiously	abstemiously pho tu chung muc, dieu do, tiet do
abstemiousness	abstemiousness danh tu su dieu do, su tiet do
abstention	abstention   danh tu (  from) su kieng su khong tham gia bo phieu
abstentions	abstention   danh tu (  from) su kieng su khong tham gia bo phieu
absterge	absterge   ngoai dong tu tay, lam sach
abstergent	abstergent   tinh tu tay, lam sach  danh tu (y hoc) thuoc lam sach (vet thuong)
abstergents	abstergent   tinh tu tay, lam sach  danh tu (y hoc) thuoc lam sach (vet thuong)
abstersion	abstersion   danh tu su tay sach, su lam sach
abstersive	abstersive   tinh tu tay, lam sach
Abstinence	Abstinence (Econ) Nhin chi tieu.  Mot thuat ngu mieu ta su can thiet giam bot tieu dung hien tai de tich luy tu ban.
abstinence	abstinence   danh tu su kieng, su kieng khem, su tiet che (an uong, choi boi...) su kieng ruou total abstinence  su kieng ruou hoan toan (ton giao) su an chay, su nhin an
abstinency	abstinency   danh tu thoi quen an uong dieu do, su kieng khem
abstinent	abstinent   tinh tu an uong dieu do; kieng khem
abstinently	abstinently xem abstinence
abstract	abstract   tinh tu truu tuong kho hieu ly thuyet khong thuc te!abstract number (toan hoc) so hu  danh tu ban tom tat (cuon sach, luan an, bai dien van...) vat truu tuong in the abstract  truu tuong, ly thuyet  ngoai dong tu truu tuong hoa lam dang tri rut ra, chiet ra, tach ra to abstract butter from milk  tach bo ra khoi sua lay trom, an cap tom tat, trich yeu abstract (Tech) truu tuong; tom tat, trich yeu
abstract algebra	abstract algebra (Tech) dai so hoc truu tuong/ dong dieu
abstract journal	abstract journal (Tech) bao trich yeu, bao sao luc [NB]
abstract noun	abstract noun danh tu danh tu truu tuong (nhu long tot, su tu do...)
abstract semantics	abstract semantics (Tech) ngu nghia truu tuong
abstract symbol	abstract symbol (Tech) ky hieu truu tuong
abstract syntax	abstract syntax (Tech) cu phap truu tuong
abstracted	abstracted   tinh tu truu tuong kho hieu ly thuyet khong thuc te!abstract number (toan hoc) so hu  danh tu ban tom tat (cuon sach, luan an, bai dien van...) vat truu tuong in the abstract  truu tuong, ly thuyet  ngoai dong tu truu tuong hoa lam dang tri rut ra, chiet ra, tach ra to abstract butter from milk  tach bo ra khoi sua lay trom, an cap tom tat, trich yeu abstract (Tech) truu tuong; tom tat, trich yeu
abstractedly	abstractedly   pho tu truu tuong; ly thuyet lo dang tach ra, rieng ra
abstractedness	abstractedness   danh tu su lo dang
abstracter	abstracter xem abstract
abstracting	abstract   tinh tu truu tuong kho hieu ly thuyet khong thuc te!abstract number (toan hoc) so hu  danh tu ban tom tat (cuon sach, luan an, bai dien van...) vat truu tuong in the abstract  truu tuong, ly thuyet  ngoai dong tu truu tuong hoa lam dang tri rut ra, chiet ra, tach ra to abstract butter from milk  tach bo ra khoi sua lay trom, an cap tom tat, trich yeu abstract (Tech) truu tuong; tom tat, trich yeu
abstraction	abstraction   danh tu su truu tuong, su truu tuong hoa cach nhin truu tuong, quan diem truu tuong; khai niem truu tuong; vat truu tuong su lo dang su chiet ra, su rut ra su lay trom, su an cap abstraction su truu tuong hoa, su truu tuong
abstractionism	abstractionism   danh tu (nghe thuat) chu nghia truu tuong
abstractionist	abstractionist   danh tu (nghe thuat) nguoi theo chu nghia truu tuong  tinh tu (nghe thuat) theo loi truu tuong, truu tuong chu nghia
abstractionists	abstractionist   danh tu (nghe thuat) nguoi theo chu nghia truu tuong  tinh tu (nghe thuat) theo loi truu tuong, truu tuong chu nghia
abstractions	abstraction   danh tu su truu tuong, su truu tuong hoa cach nhin truu tuong, quan diem truu tuong; khai niem truu tuong; vat truu tuong su lo dang su chiet ra, su rut ra su lay trom, su an cap abstraction su truu tuong hoa, su truu tuong
abstractly	abstractly xem abstract
abstractness	abstractness   danh tu tinh truu tuong tinh kho hieu
abstracts	abstract   tinh tu truu tuong kho hieu ly thuyet khong thuc te!abstract number (toan hoc) so hu  danh tu ban tom tat (cuon sach, luan an, bai dien van...) vat truu tuong in the abstract  truu tuong, ly thuyet  ngoai dong tu truu tuong hoa lam dang tri rut ra, chiet ra, tach ra to abstract butter from milk  tach bo ra khoi sua lay trom, an cap tom tat, trich yeu abstract (Tech) truu tuong; tom tat, trich yeu
abstrahent	abstrahent tinh tu truu tuong, kho hieu
abstriction	abstriction danh tu (thuc vat) su tach rung bao tu
abstruse	abstruse   tinh tu kho hieu tham thuy, sau sac
abstrusely	abstrusely pho tu tham thuy, sau sac
abstruseness	abstruseness   danh tu tinh kho hieu tinh tham thuy, tinh sau sac
absurd	absurd   tinh tu vo ly ngu xuan, ngo ngan; buon cuoi, lo bich absurd (Tech) vo nghia, phi ly absurd vo nghia, vo ly, phi ly
absurdities	absurdity   danh tu su vo ly; su ngu xuan, su ngo ngan dieu vo ly; dieu ngo ngan absurdity [su; tinh] vo nghia, vo ly, phi ly
absurdity	absurdity   danh tu su vo ly; su ngu xuan, su ngo ngan dieu vo ly; dieu ngo ngan absurdity [su; tinh] vo nghia, vo ly, phi ly
absurdly	absurdly pho tu vo ly ngo ngan, lo bich
abterminal	abterminal tinh tu (thuc vat) xa ngon
abtruse	abtruse tinh tu kho hieu
abulia	abulia   danh tu (y hoc) chung mat y chi
abulic	abulic xem abulia
abundance	abundance   danh tu su nhieu, su giau co, su phong phu; su thua thai, su du dat to live in abundance  song du dat su dat dao (tinh cam, cam xuc) abundance of the heart  su dat dao tinh cam tinh trang rat dong nguoi
abundances	abundance   danh tu su nhieu, su giau co, su phong phu; su thua thai, su du dat to live in abundance  song du dat su dat dao (tinh cam, cam xuc) abundance of the heart  su dat dao tinh cam tinh trang rat dong nguoi
abundant	abundant   tinh tu phong phu, nhieu, chan chua; thua thai, du dat to be abundant in something  co nhieu cai gi an abundant year  nam duoc mua lon abundant thua
abundantly	abundantly pho tu nhieu
abuse	abuse   danh tu su lam dung, su long hanh abuse of power  su lam quyen to remedy abuses  sua chua thoi lam dung thoi xau, hu tuc su lang ma, su si nhuc, su chui rua, su xi va su noi xau, su giem pha (tu My,nghia My),  (tu co,nghia co) su nguoc dai, su hanh ha an abuse of animals  su hanh ha suc vat  ngoai dong tu lam dung (quyen hanh...) lang ma, si nhuc, chui rua noi xau, giem pha to abuse somebody behind his bock  noi xau sau lung ai (tu co,nghia co) lua doi, lua gat (tu My,nghia My),  (tu co,nghia co) nguoc dai, hanh ha
abused	abuse   danh tu su lam dung, su long hanh abuse of power  su lam quyen to remedy abuses  sua chua thoi lam dung thoi xau, hu tuc su lang ma, su si nhuc, su chui rua, su xi va su noi xau, su giem pha (tu My,nghia My),  (tu co,nghia co) su nguoc dai, su hanh ha an abuse of animals  su hanh ha suc vat  ngoai dong tu lam dung (quyen hanh...) lang ma, si nhuc, chui rua noi xau, giem pha to abuse somebody behind his bock  noi xau sau lung ai (tu co,nghia co) lua doi, lua gat (tu My,nghia My),  (tu co,nghia co) nguoc dai, hanh ha
abuser	abuser   danh tu nguoi lam dung nguoi lang ma, nguoi si nhuc, nguoi chui rua nguoi noi xau, ke giem pha nguoi danh lua, nguoi lua gat
abusers	abuser   danh tu nguoi lam dung nguoi lang ma, nguoi si nhuc, nguoi chui rua nguoi noi xau, ke giem pha nguoi danh lua, nguoi lua gat
abuses	abuse   danh tu su lam dung, su long hanh abuse of power  su lam quyen to remedy abuses  sua chua thoi lam dung thoi xau, hu tuc su lang ma, su si nhuc, su chui rua, su xi va su noi xau, su giem pha (tu My,nghia My),  (tu co,nghia co) su nguoc dai, su hanh ha an abuse of animals  su hanh ha suc vat  ngoai dong tu lam dung (quyen hanh...) lang ma, si nhuc, chui rua noi xau, giem pha to abuse somebody behind his bock  noi xau sau lung ai (tu co,nghia co) lua doi, lua gat (tu My,nghia My),  (tu co,nghia co) nguoc dai, hanh ha
abusing	abuse   danh tu su lam dung, su long hanh abuse of power  su lam quyen to remedy abuses  sua chua thoi lam dung thoi xau, hu tuc su lang ma, su si nhuc, su chui rua, su xi va su noi xau, su giem pha (tu My,nghia My),  (tu co,nghia co) su nguoc dai, su hanh ha an abuse of animals  su hanh ha suc vat  ngoai dong tu lam dung (quyen hanh...) lang ma, si nhuc, chui rua noi xau, giem pha to abuse somebody behind his bock  noi xau sau lung ai (tu co,nghia co) lua doi, lua gat (tu My,nghia My),  (tu co,nghia co) nguoc dai, hanh ha
abusive	abusive   tinh tu lam dung lang ma, si nhuc, chui rua abusive words  nhung loi chuoi rua, nhung loi si nhuc lua doi, lua gat (tu My,nghia My),  (tu co,nghia co) nguoc dai, hanh ha
abusively	abusively pho tu lang ma, thoa ma
abusiveness	abusiveness   danh tu su lam dung su lang ma, su si nhuc, su chui rua tham te su lua doi, su lua gat (tu My,nghia My),  (tu co,nghia co) su nguoc dai, su hanh ha
abut	abut   dong tu (  on,  upon) giap gioi voi, tiep giap voi (  on,  against) dua vao, noi dau vao nhau abut ke sat; chung bien
abutilon	abutilon   danh tu (thuc vat hoc) giong cay coi xay
abutment	abutment   danh tu gioi han, bien gioi, cho tiep giap tuong chong, tru chong; tru da (xay o hai dau cau)
abutments	abutment   danh tu gioi han, bien gioi, cho tiep giap tuong chong, tru chong; tru da (xay o hai dau cau)
abuts	abut   dong tu (  on,  upon) giap gioi voi, tiep giap voi (  on,  against) dua vao, noi dau vao nhau abut ke sat; chung bien
abuttal	abuttal   danh tu gioi han, bien gioi, cho tiep giap
abuttals	abuttal   danh tu gioi han, bien gioi, cho tiep giap
abutted	abut   dong tu (  on,  upon) giap gioi voi, tiep giap voi (  on,  against) dua vao, noi dau vao nhau abut ke sat; chung bien
abutter	abutter   danh tu (phap ly) chu nha dat lang gieng (o ngay canh nha dat cua ai)
abutters	abutter   danh tu (phap ly) chu nha dat lang gieng (o ngay canh nha dat cua ai)
